epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
24,0.990641787648201,-0.990641787648201,0.9892900586128235,-0.9892900586128235
25,0.9908717473347982,-0.9908717473347982,0.9895981351534525,-0.9895981351534525
26,0.9910932232936224,-0.9910932232936224,0.9898949066797892,-0.9898949066797892
27,0.9913069109121958,-0.9913069109121958,0.9901812672615051,-0.9901812672615051
28,0.9915129890044531,-0.9915129890044531,0.9904561241467794,-0.9904561241467794
29,0.9917109260956446,-0.9917109260956446,0.9907194773356119,-0.9907194773356119
0,0.9608566065629324,-0.9608566065629324,0.9606083234151205,-0.9606083234151205
1,0.9733758419752121,-0.9733758419752121,0.9685339530309042,-0.9685339530309042
2,0.9796170393625895,-0.9796170393625895,0.9726670980453491,-0.9726670980453491
3,0.9829297910133997,-0.9829297910133997,0.9752191503842672,-0.9752191503842672
4,0.9849682847658793,-0.9849682847658793,0.9770064751307169,-0.9770064751307169
5,0.9863670170307159,-0.9863670170307159,0.9783640503883362,-0.9783640503883362
6,0.9874050468206406,-0.9874050468206406,0.9794672330220541,-0.9794672330220541
7,0.9882091184457144,-0.9882091184457144,0.9803740382194519,-0.9803740382194519
8,0.9888429244359335,-0.9888429244359335,0.9811428785324097,-0.9811428785324097
9,0.9893609086672465,-0.9893609086672465,0.9818158348401388,-0.9818158348401388
10,0.989798883597056,-0.989798883597056,0.9824106693267822,-0.9824106693267822
11,0.9901726841926575,-0.9901726841926575,0.9829438328742981,-0.9829438328742981
12,0.9904953241348267,-0.9904953241348267,0.9834280411402384,-0.9834280411402384
13,0.9907757689555486,-0.9907757689555486,0.9838726917902628,-0.9838726917902628
14,0.9910238981246948,-0.9910238981246948,0.9842876593271891,-0.9842876593271891
15,0.9912474354108175,-0.9912474354108175,0.9846788247426351,-0.9846788247426351
16,0.9914491027593613,-0.9914491027593613,0.9850429097811381,-0.9850429097811381
17,0.9916319847106934,-0.9916319847106934,0.9853854974110922,-0.9853854974110922
18,0.9917979041735331,-0.9917979041735331,0.9857088724772135,-0.9857088724772135
19,0.9919498711824417,-0.9919498711824417,0.9860155979792277,-0.9860155979792277
20,0.9920896391073862,-0.9920896391073862,0.9863061110178629,-0.9863061110178629
21,0.9922175258398056,-0.9922175258398056,0.98658154408137,-0.98658154408137
22,0.9923352847496668,-0.9923352847496668,0.9868436257044474,-0.9868436257044474
23,0.9924448629220327,-0.9924448629220327,0.9870937069257101,-0.9870937069257101
24,0.992547353108724,-0.992547353108724,0.9873328804969788,-0.9873328804969788
25,0.9926436245441437,-0.9926436245441437,0.9875624179840088,-0.9875624179840088
26,0.9927335381507874,-0.9927335381507874,0.9877817432085673,-0.9877817432085673
27,0.992817277709643,-0.992817277709643,0.9879912734031677,-0.9879912734031677
28,0.9928955932458242,-0.9928955932458242,0.9881916642189026,-0.9881916642189026
29,0.9929693887631098,-0.9929693887631098,0.9883840282758077,-0.9883840282758077
0,0.5110791474580765,-0.5110791474580765,0.5133711298306783,-0.5133711298306783
1,0.5155001829067866,-0.5155001829067866,0.5191529790560404,-0.5191529790560404
2,0.5241405119498571,-0.5241405119498571,0.5311972896258036,-0.5311972896258036
3,0.5455181300640106,-0.5455181300640106,0.5640523632367452,-0.5640523632367452
4,0.5874056667089462,-0.5874056667089462,0.6190694769223531,-0.6190694769223531
5,0.6547170132398605,-0.6547170132398605,0.7036576867103577,-0.7036576867103577
6,0.7420434405406316,-0.7420434405406316,0.7931068539619446,-0.7931068539619446
7,0.8236204534769058,-0.8236204534769058,0.8683903813362122,-0.8683903813362122
8,0.8806316405534744,-0.8806316405534744,0.9090030789375305,-0.9090030789375305
9,0.9089166273673376,-0.9089166273673376,0.9284618695576986,-0.9284618695576986
10,0.9233566919962565,-0.9233566919962565,0.9386095007260641,-0.9386095007260641
11,0.931847040851911,-0.931847040851911,0.9447614749272665,-0.9447614749272665
12,0.9374747971693674,-0.9374747971693674,0.9489826361338297,-0.9489826361338297
13,0.9415571739276251,-0.9415571739276251,0.9520716468493143,-0.9520716468493143
14,0.9447459032138189,-0.9447459032138189,0.9544545412063599,-0.9544545412063599
15,0.9473574906587601,-0.9473574906587601,0.9564509391784668,-0.9564509391784668
16,0.9496460904677709,-0.9496460904677709,0.958241860071818,-0.958241860071818
17,0.9518008182446162,-0.9518008182446162,0.9599340756734213,-0.9599340756734213
18,0.9539705216884613,-0.9539705216884613,0.9616837302843729,-0.9616837302843729
19,0.956287294626236,-0.956287294626236,0.9635770916938782,-0.9635770916938782
20,0.958737184604009,-0.958737184604009,0.965645452340444,-0.965645452340444
21,0.9613454341888428,-0.9613454341888428,0.9679329991340637,-0.9679329991340637
22,0.9639522830645243,-0.9639522830645243,0.970045268535614,-0.970045268535614
23,0.9660918066898981,-0.9660918066898981,0.9717457294464111,-0.9717457294464111
24,0.9678144802649816,-0.9678144802649816,0.9731147686640421,-0.9731147686640421
25,0.9692553728818893,-0.9692553728818893,0.9742350379625956,-0.9742350379625956
26,0.9705261439085007,-0.9705261439085007,0.97520645459493,-0.97520645459493
27,0.9717258711655935,-0.9717258711655935,0.9761467576026917,-0.9761467576026917
28,0.9729639838139216,-0.9729639838139216,0.9772213300069174,-0.9772213300069174
29,0.9743501941363016,-0.9743501941363016,0.9786292910575867,-0.9786292910575867
0,0.9806273529926935,-0.9806273529926935,0.9834204514821371,-0.9834204514821371
1,0.9836956014235815,-0.9836956014235815,0.9860583345095316,-0.9860583345095316
2,0.9858162850141525,-0.9858162850141525,0.9878123998641968,-0.9878123998641968
3,0.9873353689908981,-0.9873353689908981,0.9890811244646708,-0.9890811244646708
4,0.9884033699830373,-0.9884033699830373,0.9899071852366129,-0.9899071852366129
5,0.9891601850589117,-0.9891601850589117,0.9904959797859192,-0.9904959797859192
6,0.9897447278102239,-0.9897447278102239,0.9909486969312032,-0.9909486969312032
7,0.9902206857999166,-0.9902206857999166,0.9913108944892883,-0.9913108944892883
8,0.9906205832958221,-0.9906205832958221,0.9916048447291056,-0.9916048447291056
9,0.9909631113211314,-0.9909631113211314,0.9918472568194071,-0.9918472568194071
10,0.9912616660197576,-0.9912616660197576,0.9920507868131002,-0.9920507868131002
11,0.9915263503789902,-0.9915263503789902,0.992225726445516,-0.992225726445516
12,0.9917642821868261,-0.9917642821868261,0.9923791885375977,-0.9923791885375977
13,0.9919797231753668,-0.9919797231753668,0.992511252562205,-0.992511252562205
14,0.9921768109003702,-0.9921768109003702,0.9926275809605917,-0.9926275809605917
15,0.9923592011133829,-0.9923592011133829,0.9927326639493307,-0.9927326639493307
16,0.9925291538238525,-0.9925291538238525,0.9928273359934489,-0.9928273359934489
17,0.9926873942216238,-0.9926873942216238,0.9929105838139852,-0.9929105838139852
18,0.9928352882464727,-0.9928352882464727,0.9929853479067484,-0.9929853479067484
19,0.9929744203885397,-0.9929744203885397,0.9930529395739237,-0.9930529395739237
20,0.9931052625179291,-0.9931052625179291,0.9931144118309021,-0.9931144118309021
21,0.9932285398244858,-0.9932285398244858,0.9931705395380656,-0.9931705395380656
22,0.9933450023333231,-0.9933450023333231,0.9932218790054321,-0.9932218790054321
23,0.9934551467498144,-0.9934551467498144,0.9932690262794495,-0.9932690262794495
24,0.9935593356688818,-0.9935593356688818,0.9933122992515564,-0.9933122992515564
25,0.993657852212588,-0.993657852212588,0.9933520555496216,-0.9933520555496216
26,0.9937510142723719,-0.9937510142723719,0.9933887322743734,-0.9933887322743734
27,0.9938391496737798,-0.9938391496737798,0.9934225479761759,-0.9934225479761759
0,0.9316720068454742,-0.9316720068454742,0.9626765251159668,-0.9626765251159668
1,0.9767255882422129,-0.9767255882422129,0.9806000590324402,-0.9806000590324402
2,0.9853501518567404,-0.9853501518567404,0.9854437311490377,-0.9854437311490377
3,0.9877253671487173,-0.9877253671487173,0.9884607990582784,-0.9884607990582784
4,0.9894778728485107,-0.9894778728485107,0.9920862515767416,-0.9920862515767416
5,0.9917391290267309,-0.9917391290267309,0.995985229810079,-0.995985229810079
6,0.9941322257121404,-0.9941322257121404,0.9979797005653381,-0.9979797005653381
7,0.9952898671229681,-0.9952898671229681,0.9984893202781677,-0.9984893202781677
8,0.9955831269423167,-0.9955831269423167,0.9986231327056885,-0.9986231327056885
9,0.9956632902224859,-0.9956632902224859,0.998669425646464,-0.998669425646464
10,0.9956930726766586,-0.9956930726766586,0.9986902077992758,-0.9986902077992758
11,0.9957074920336405,-0.9957074920336405,0.9987015922864279,-0.9987015922864279
12,0.9957159608602524,-0.9957159608602524,0.9987087249755859,-0.9987087249755859
